bin	feature	bin.event	locus	locus_overlap	gene_coordinates	start	end	length	bin.logFC	bin.pvalue	bin.fdr	J3	J3.multiplicity	junction.logFC	junction.log.mean	junction.pvalue	junction.fdr	junction.dPIR	junction.dPIN	junction.uniformity	countsJ1.col_16	countsJ1.col_23	countsJ2.col_16	countsJ2.col_23	countsJ3.col_16	countsJ3.col_23
AT2G04630:I005	I	-	AT2G04630	-	2:1618936-1620336	1619922	1620208	287	-1.06096932287287	0.0010844612179589	0.196759968768003	2.1619921.1620209	No	0.0328195788148076	8.1931146288142	0.735739515590379	1	-0.0149032564447029	NA	NA	1	3	1	7.66666666666667	298.333333333333	287
AT2G05380:I001	I	-	AT2G05380	-	2:1966816-1968037	1966924	1967542	619	-0.485832957783733	5.35883139326315e-05	0.0315443782227726	2.1966923.1967543	No	0.0298383046508357	10.9362698576022	0.711863387285418	1	-0.0144746590923909	NA	NA	73	36	23.3333333333333	12	3132.66666666667	786.333333333333
AT2G06850:I001	I	-	AT2G06850	-	2:2763526-2765720	2763815	2764283	469	-0.427012985750841	3.6510459303606e-05	0.0240787970854672	2.2763814.2764284	No	0.0521501146707734	10.6037808670279	0.519985380511015	1	-0.0265004652103457	NA	NA	28	59	39	39.3333333333333	2014.33333333333	1098
AT2G06850:I002	I	-	AT2G06850	-	2:2763526-2765720	2764385	2764468	84	-0.820248730589917	1.30802772585443e-07	0.000269486412219159	2.2764384.2764469	No	0.0710191398077081	10.44759985828	0.384719871129721	1	-0.0356402764727839	NA	NA	27.6666666666667	47.6666666666667	32.6666666666667	59	1819.66666666667	973.333333333333
AT2G06850:I003	I	-	AT2G06850	-	2:2763526-2765720	2764663	2765090	428	-1.09090460576376	1.98030691239008e-20	1.55037238017564e-15	2.2764662.2765091	No	0.106208403441288	10.5196362528432	0.192066271778331	1	-0.0525812004581105	NA	NA	50	96.6666666666667	39	74	1892	1044
AT2G07599:E006	E	-	AT2G07599	AT2G07696	2:3348796-3351212	3350024	3350090	67	-0.294694617079065	0.00105534335826923	0.193230697548113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G07599:E007	E	Alt3ss	AT2G07599	AT2G07696	2:3348796-3351212	3350091	3350198	108	-0.366286815230835	3.27671077814694e-05	0.0226019425961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G07599:I006	I	-	AT2G07599	AT2G07696	2:3348796-3351212	3349944	3350023	80	-0.287354999998533	0.00100963994174702	0.188649656848219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G07599:I012	I	-	AT2G07599	AT2G07696	2:3348796-3351212	3350852	3350978	127	-0.287107937976492	0.000459246430019105	0.124569297028753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G10950:I001	I	-	AT2G10950	-	2:4315411-4317862	4315945	4316198	254	-0.922438653734606	0.000204891421603096	0.0773052865137136	2.4315944.4316199	No	0.204908827098292	5.54946381949977	0.236463086259436	1	-0.101174168297456	NA	NA	3.33333333333333	12.6666666666667	3.33333333333333	8.33333333333333	43.3333333333333	50.3333333333333
AT2G13360:I003	I	-	AT2G13360	-	2:5539240-5541358	5540330	5540412	83	-0.350344929769099	0.000247986764938029	0.0868669343785943	2.5540329.5540413	No	0.0308964689034407	11.6050936365923	0.692436140692686	1	-0.0152433066249756	NA	NA	54	94.6666666666667	69.3333333333333	114.333333333333	3249.33333333333	2981
AT2G13360:I005	I	-	AT2G13360	-	2:5539240-5541358	5540936	5541234	299	-0.538724530333639	1.36250151789527e-08	3.87889318491861e-05	2.5540935.5541235	No	0.0502054476052045	10.953953901743	0.528814915330966	1	-0.0239710579851715	NA	NA	91	150	48.3333333333333	100.333333333333	1951	2016.33333333333
AT2G13540:I005	I	-	AT2G13540	-	2:5636884-5642957	5638165	5638337	173	-1.32788893759458	0.000133251441721405	0.0591607646306257	2.5638164.5638338	No	0.0979776025893618	6.57238443464169	0.457120341170099	1	-0.0473731477323754	NA	NA	0.666666666666667	3.66666666666667	1.33333333333333	9.33333333333333	86.3333333333333	104
AT2G15970:I002	I	-	AT2G15970	-	2:6950041-6951192	6950526	6950608	83	-0.560101863111525	0.000259915125419723	0.0880892866300755	2.6950525.6950609	No	0.0245573100829386	10.1527073624563	0.766036108013529	1	-0.0120894090479371	NA	NA	20	37	23.6666666666667	30.3333333333333	1191.33333333333	1085.33333333333
AT2G16090:I004	I	-	AT2G16090	-	2:6986834-6990051	6988952	6989022	71	-2.14890786809332	5.34156573351881e-05	0.0315443782227726	2.6988951.6989023	No	0.257305302053414	4.64385618977472	0.260498133736763	1	-0.124652072519371	NA	NA	1	5.33333333333333	0.333333333333333	5.66666666666667	20.3333333333333	29.6666666666667
AT2G16250:I003	I	-	AT2G16250	-	2:7039682-7042933	7040676	7040966	291	-1.52299198187733	0.00106450648676822	0.194038837242935	2.7040675.7040967	No	0.148839966146348	4.89077093024524	0.486761978883863	1	-0.0756302521008403	NA	NA	0	1.66666666666667	0	4.33333333333333	22.6666666666667	36.6666666666667
AT2G16460:I007	I	-	AT2G16460	-	2:7133390-7135652	7135156	7135303	148	-2.74957754841071	6.87764499870999e-05	0.0377857816229127	2.7135155.7135304	No	0.0976413212600775	5.52877966532803	0.573511033819273	1	-0.046594982078853	NA	NA	0	2	0	2.33333333333333	48	44.3333333333333
AT2G16660:I001	I	-	AT2G16660	-	2:7218706-7221625	7219402	7220304	903	-0.709917495525797	6.36136036857529e-08	0.000146478741933993	2.7219401.7220305	No	0.0924971865138089	8.33613458738564	0.370131031089224	1	-0.0408435360876705	NA	NA	0.666666666666667	25	10.3333333333333	73	119	527.333333333333
AT2G17340:I009	I	-	AT2G17340	-	2:7541406-7544128	7543177	7543257	81	-1.24936049649976	0.00047566149248	0.125366337696223	2.7543176.7543258	No	0.0728326919223488	7.54817971167945	0.494520589887895	1	-0.0358989264990182	NA	NA	1.33333333333333	8	1.33333333333333	10.3333333333333	173	201.333333333333
AT2G17840:I003	I	-	AT2G17840	-	2:7755605-7757852	7756537	7756869	333	0.943860227913557	0.000207812094073924	0.0778445212392368	2.7756536.7756870	No	-0.118974555592827	6.58245564511058	0.366979440853864	1	0.0592748608394765	NA	NA	10.6666666666667	2.33333333333333	8	3	98	93.6666666666667
AT2G18440:I003	I	-	AT2G18440	-	2:7994941-7997239	7996854	7996945	92	0.416699119260738	0.000762743352471597	0.160523644336895	2.7996853.7996946	No	-0.136448272886033	8.16071182328098	0.162157665711695	1	0.0677958097200756	NA	NA	76.6666666666667	56.6666666666667	51.6666666666667	37.3333333333333	259.333333333333	313
AT2G19170:I002	I	-	AT2G19170	-	2:8314005-8318596	8314928	8315010	83	-1.90244070191257	0.000831281919634331	0.171312351538464	2.8314927.8315011	No	0.102275717407402	5.75488750216347	0.547155176170695	1	-0.0499403697078116	NA	NA	0.333333333333333	3.66666666666667	0.333333333333333	4.33333333333333	42.6666666666667	65.3333333333333
AT2G19940:I014	I	-	AT2G19940	-	2:8612926-8616018	8615669	8615767	99	-1.10121372130592	1.14233736390669e-05	0.0109733768161439	2.8615668.8615768	No	0.0931668798863505	7.73358030898157	0.370874140311712	1	-0.0471196520504172	NA	NA	5.33333333333333	15.3333333333333	6.66666666666667	16.6666666666667	223.333333333333	202.333333333333
AT2G20580:I005	I	-	AT2G20580	-	2:8858988-8864865	8860357	8860559	203	-1.29310096200312	6.29648671585878e-05	0.0353627146494719	2.8860356.8860560	No	0.0172601430073094	8.57048823059098	0.852287067636632	1	-0.00893168689730056	NA	NA	1.66666666666667	6.66666666666667	1.33333333333333	2.66666666666667	397.333333333333	363
AT2G20580:I022	I	-	AT2G20580	-	2:8858988-8864865	8864535	8864626	92	-1.8858167431628	1.93693357835269e-05	0.0159622696192045	2.8864534.8864627	No	0.0314431588253292	8.458748362626	0.737161568005242	1	-0.0149295047036535	NA	NA	0.333333333333333	6	1.66666666666667	6	369.333333333333	334.333333333333
AT2G20610:E003	E	IR	AT2G20610	-	2:8877960-8880388	8878326	8878405	80	-0.822925133469607	0.000973991661418367	0.185531192643828	2.8878325.8878406	No	0.0477693447924264	8.13014150851501	0.631202570253522	1	-0.0230609789682712	NA	NA	1.66666666666667	13.6666666666667	2	11.6666666666667	186.666666666667	373.666666666667
AT2G20850:I010	I	-	AT2G20850	-	2:8975348-8979379	8978326	8978401	76	1.44117658560891	0.000584201493393671	0.13869221416512	2.8978325.8978402	No	-0.193541994714012	5.52356195605701	0.271172576534912	1	0.0961159420289855	NA	NA	4.66666666666667	1.66666666666667	6	2	36.3333333333333	55.6666666666667
AT2G21270:I008	I	-	AT2G21270	-	2:9107546-9110261	9109062	9109250	189	-1.50872043926915	0.000771695487586294	0.161972262400502	2.9109061.9109251	No	0.0595177159751099	6.80305478462398	0.625609802085107	1	-0.0261643686896103	NA	NA	1.66666666666667	2.66666666666667	0	4	125	98.3333333333333
AT2G21385:I003	I	-	AT2G21385	-	2:9149639-9151913	9149977	9150091	115	-0.628353770247685	0.000528781482636012	0.133112662009106	2.9149976.9150092	No	0.0294515014144867	8.56541946809669	0.752098100225857	1	-0.0142863564524741	NA	NA	4.66666666666667	14.3333333333333	5	10.6666666666667	333	424.666666666667
AT2G21870:I006	I	-	AT2G21870	-	2:9320195-9322734	9321385	9321575	191	-0.605243723840305	0.000212404243314547	0.0789977292492837	2.9321384.9321576	No	0.00719623535731628	10.2035519318855	0.930078565533776	1	-0.00361250484882883	NA	NA	4.66666666666667	6.33333333333333	7.66666666666667	12.6666666666667	1252	1106.33333333333
AT2G22980:I002	I	-	AT2G22980	-	2:9778877-9783251	9779385	9779450	66	0.432422381973003	0.000278795124118744	0.09170895323401	2.9779384.9779451	No	-0.697507416523724	6.26990588253908	1.14112040803286e-05	0.0962788112008455	0.235394359735207	NA	NA	64.6666666666667	108.333333333333	48.6666666666667	75.3333333333333	29.3333333333333	125
AT2G23740:I007	I	-	AT2G23740	-	2:10097559-10103398	10101956	10102041	86	-2.07270606193408	3.86813083029206e-05	0.024721145194951	2.10101955.10102042	No	0.156115720455151	5.59991284218713	0.359442890637451	1	-0.0777479892761394	NA	NA	0	6.33333333333333	0	3.33333333333333	39.6666666666667	57.3333333333333
AT2G23940:I001	I	-	AT2G23940	-	2:10183966-10185331	10184283	10184380	98	-2.63745617719254	0.000468894636717482	0.125202794346971	2.10184282.10184381	No	0.035267856880596	6.82866542830302	0.775277234276067	1	-0.0184921763869132	NA	NA	0	3.66666666666667	0	0.666666666666667	112.333333333333	115
AT2G25170:I014	I	-	AT2G25170	-	2:10713807-10723986	10717606	10717703	98	2.06489024091718	0.000238755998180041	0.084771372877625	2.10717605.10717704	No	-0.0740634962701421	6.63178335747415	0.563760220817464	1	0.0338112305854241	NA	NA	1.66666666666667	0	5.66666666666667	0.666666666666667	95.3333333333333	103
AT2G25450:I001	I	-	AT2G25450	-	2:10829916-10831655	10830541	10830624	84	-0.659347561370842	0.000516391466488901	0.131473267368074	2.10830540.10830625	No	0.02580628031982	9.57900159069112	0.762413175015426	1	-0.0121030810455136	NA	NA	4.66666666666667	15.3333333333333	11	24	700.333333333333	829.333333333333
AT2G25850:E007	E	Alt5ss*	AT2G25850	-	2:11025420-11030776	11026166	11026195	30	-1.58670244413509	5.17760546992967e-06	0.00596106093291263	2.11026081.11026196	No	0.00384586511604468	3.48112668973662	0.990761880853721	0.999998295538406	NA	0	NA	0	0	0	0	10.6666666666667	11.6666666666667
AT2G26990:I007	I	-	AT2G26990	-	2:11519507-11522587	11521534	11522006	473	-0.801707089268344	0.000134411382909057	0.0591607646306257	2.11521533.11522007	No	0.0536881439784392	6.95613411462837	0.653575174610798	1	-0.0246762287478576	NA	NA	1.66666666666667	8.33333333333333	3.33333333333333	5.33333333333333	109.666666666667	138.666666666667
AT2G27760:I007	I	-	AT2G27760	-	2:11824798-11827591	11826808	11826888	81	-3.82034616689004	2.38415057591589e-05	0.0181217433507929	2.11826807.11826889	No	0.260821707093147	4.51306958223937	0.26905210981779	1	-0.130952380952381	NA	NA	0	3.66666666666667	0	3.66666666666667	21.3333333333333	24.3333333333333
AT2G28470:I005	I	-	AT2G28470	-	2:12168840-12173679	12170243	12170323	81	1.28223699466589	0.00095080872675328	0.183798369909015	2.12170242.12170324	No	-0.0167764872568642	7.8475793996671	0.868852506857942	1	0.00945384861066752	NA	NA	3	2.66666666666667	4	3	177.333333333333	283.333333333333
AT2G29290:I006	I	-	AT2G29290	AT2G29280	2:12585856-12587742	12587404	12587492	89	-0.40567830774653	0.000132948590625564	0.0591607646306257	2.12587403.12587493	No	0.356366719182329	6.91288933622996	0.00396205725357778	1	-0.146113393658793	NA	NA	62.6666666666667	112.666666666667	52.3333333333333	98.6666666666667	121	120
AT2G29550:I001	I	-	AT2G29550	-	2:12644047-12646037	12644944	12645083	140	-0.864606179233352	0.000125515871101921	0.0574653496528293	2.12644943.12645084	No	0.0356510223360988	9.34170412862613	0.681448102593979	1	-0.0161811008687076	NA	NA	7	16.6666666666667	10	22.6666666666667	644	653.666666666667
AT2G30010:I001	I	-	AT2G30010	-	2:12805724-12809386	12806168	12806784	617	-0.81065412210684	0.00082186873764299	0.170221408824605	2.12806167.12806785	No	0.0630021606429149	7.08746284125034	0.588981567878055	1	-0.0306804879768705	NA	NA	5.33333333333333	9.66666666666667	4	4.66666666666667	158.333333333333	113.666666666667
AT2G30170:I003	I	-	AT2G30170	-	2:12879675-12881503	12880157	12880226	70	-0.711643304530208	0.000253862118623944	0.0875059721335774	2.12880156.12880227	No	0.12031351997144	7	0.321200270227348	1	-0.0610085052772449	NA	NA	8.66666666666667	22.6666666666667	16.3333333333333	24.6666666666667	124.333333333333	131.666666666667
AT2G30440:I001	I	-	AT2G30440	-	2:12972877-12975497	12973841	12974120	280	0.641017666305892	0.00109860449487904	0.1984064512153	2.12973840.12974121	No	-0.0466149807200616	7.03525732478633	0.696213397475839	1	0.025416752418193	NA	NA	8	3.66666666666667	6.66666666666667	2	143.333333333333	119
AT2G30520:E003	E	IR	AT2G30520	-	2:13002742-13005600	13005157	13005349	193	-0.489009595736677	0.000746026718805796	0.158282002173296	2.13005156.13005350	No	0.0447748347752874	9.3612127400024	0.604096253179959	1	-0.0216096679419163	NA	NA	12.3333333333333	21	18.3333333333333	38.3333333333333	670.333333333333	645
AT2G30520:I001	I	-	AT2G30520	-	2:13002742-13005600	13004183	13004778	596	-0.680816818219251	1.96040007797142e-09	6.67298877844972e-06	2.13004182.13004779	No	0.041000017575044	8.98821128396533	0.644463129433268	1	-0.0196048129154681	NA	NA	6.66666666666667	12	17.6666666666667	36	491.333333333333	524.333333333333
AT2G30600:E007	E	Alt5ss	AT2G30600	-	2:13036876-13041684	13037250	13037284	35	-0.661711246639207	0.000986061269675055	0.187147257629637	2.13037114.13037382;2.13037249.13037382	Yes	-0.00265902253768674	6.73018706153514	0.981210394222973	0.999998295538406	NA	0	NA	0	0	0	0	76.6666666666667	135.666666666667
AT2G30600:I006	I	-	AT2G30600	-	2:13036876-13041684	13038220	13038366	147	-0.605498226664407	2.32797116859497e-05	0.0179562264831247	2.13038219.13038367	No	0.143961469935741	8.15312975889933	0.148265524199207	1	-0.0727162199502625	NA	NA	27.6666666666667	72.3333333333333	12.3333333333333	45.6666666666667	236.666666666667	332.666666666667
AT2G30600:I008	I	-	AT2G30600	-	2:13036876-13041684	13039014	13039145	132	-0.414923654740829	0.00105943052879648	0.193427521087894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G30600:I018	I	-	AT2G30600	-	2:13036876-13041684	13041164	13041256	93	-0.485254003762215	0.000256116830227345	0.0879118282233324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G30600:Io004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13039013.13039382	No	0.819315477187212	6.4093909361377	7.6533250575327e-09	0.00034955414201522	-0.287982302656985	NA	NA	46	86.3333333333333	91	186.333333333333	106	64
AT2G30695:I003	I	-	AT2G30695	-	2:13079090-13081399	13079940	13080294	355	-0.514852423520331	0.000670896846558286	0.149004762180496	2.13079939.13080295	No	0.105232298377084	7.17159382180293	0.368707839176281	1	-0.0548946198458993	NA	NA	10.6666666666667	16.6666666666667	10.3333333333333	18.3333333333333	157	131.333333333333
AT2G30930:I001	I	-	AT2G30930	-	2:13162369-13163398	13162686	13162763	78	-0.793151438718251	5.05025937856827e-05	0.0302974928443234	2.13162685.13162764	No	0.178671236218712	7.86727873970966	0.0814433177826458	1	-0.0905515565851178	NA	NA	5.33333333333333	31.6666666666667	5	18.6666666666667	263	204
AT2G30930:I002	I	-	AT2G30930	-	2:13162369-13163398	13162950	13163075	126	-1.46386285745404	1.53961183664649e-06	0.00220716851824601	2.13162949.13163076	No	0.262423899177927	6.92481250360578	0.0309039756630148	1	-0.1313003995932	NA	NA	2	18.6666666666667	2.33333333333333	18.3333333333333	135.666666666667	107.333333333333
AT2G30990:I004	I	-	AT2G30990	-	2:13187583-13190419	13189763	13190156	394	-0.643643532646344	0.000428470362138024	0.120232008661666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G31010:E013	E	-	AT2G31010	-	2:13194185-13200128	13198384	13198507	124	0.465075556168635	0.00094158594521489	0.183146069212177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G31141:I002	I	-	AT2G31141	-	2:13271726-13272534	13272146	13272281	136	0.00559202623201748	0.928825717299114	0.999995054331151	2.13272145.13272282	No	-3.93712586515921	1.66296501272243	2.7737352824602e-05	0.194901843728379	0.0247234873129473	NA	NA	492.333333333333	499.666666666667	0	0	0	6.33333333333333
AT2G31320:I001	I	-	AT2G31320	-	2:13353821-13359728	13354094	13354322	229	2.63182766135085	0.000190885536421097	0.0750971517770826	2.13354093.13354323	No	-0.0574711980135252	4.56478461878353	0.796917375536673	1	0.0232558139534884	NA	NA	0.333333333333333	0	0.666666666666667	0	21	26.3333333333333
AT2G31360:I002	I	-	AT2G31360	-	2:13371658-13373606	13372607	13372708	102	-0.472673918507343	0.000598951894054401	0.140667777670256	2.13372606.13372709	No	0.0467310777920478	9.72109918870719	0.579533327403175	1	-0.0227063110433002	NA	NA	25.6666666666667	39.6666666666667	13.3333333333333	43.6666666666667	821.666666666667	866.333333333333
AT2G31360:I003	I	-	AT2G31360	-	2:13371658-13373606	13372850	13372940	91	-0.760456760045036	1.12102172451993e-06	0.00164045290283743	2.13372849.13372941	No	0.0386503350857001	10.0276756628836	0.641380191773284	1	-0.0199647006664613	NA	NA	16.3333333333333	35.6666666666667	15	42.6666666666667	1013.66666666667	1074
AT2G31580:E004	E	-	AT2G31580	-	2:13440909-13445851	13441938	13442107	170	-0.671878125407048	0.000463055001264069	0.124578503510183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G31970:I012	I	-	AT2G31970	-	2:13600491-13609069	13603936	13604100	165	-3.62112608488084	0.000133692458500537	0.0591607646306257	2.13603935.13604101	No	0.105550784463583	5.10852445677817	0.600228200593772	1	-0.0546875	NA	NA	0	2	0	2.66666666666667	28.6666666666667	40.3333333333333
AT2G32060:I004	I	-	AT2G32060	-	2:13639016-13640370	13640160	13640257	98	-0.746815871900401	0.000263111968609017	0.0885974385652287	2.13640159.13640258	No	0.663969720682385	4.52356195605701	0.00487043565915539	1	-0.296959319219593	NA	NA	6.66666666666667	13	5.66666666666667	14.3333333333333	30.3333333333333	15.6666666666667
AT2G32235:I004	I	-	AT2G32235	AT2G32240	2:13682557-13685500	13685191	13685350	160	1.71454682360242	6.16548288756509e-06	0.00677745599304172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G32560:I004	I	-	AT2G32560	-	2:13824794-13826986	13826001	13826576	576	-0.398268163289922	0.00102703334253094	0.190386656878534	2.13826000.13826577	No	0.162910722985838	7.07146236255662	0.162083298149505	1	-0.0823092677931388	NA	NA	9	28.3333333333333	8.33333333333333	21	125.666666666667	143.333333333333
AT2G33330:I003	I	-	AT2G33330	-	2:14122890-14125137	14124352	14124601	250	-0.924955330645956	0.000122331149303043	0.0566700858778734	2.14124351.14124602	No	0.0379973675730465	7.4318457869654	0.728745151962396	1	-0.0210176078363523	NA	NA	2.33333333333333	8.33333333333333	2.66666666666667	5.33333333333333	163	182.333333333333
AT2G33530:I005	I	-	AT2G33530	-	2:14197646-14200560	14199028	14199105	78	-3.47698359985466	0.000441872437989086	0.122024593417801	2.14199027.14199106	No	0.0463769978624278	5.89481776330794	0.760241654698037	1	-0.0198300283286119	NA	NA	0	2	0	0.333333333333333	61.3333333333333	57.6666666666667
AT2G33700:I003	I	-	AT2G33700	-	2:14253424-14255993	14255018	14255222	205	-1.13004469479097	0.000286848462274492	0.0935717611968285	2.14255017.14255223	No	0.161173926107921	5.45395648857115	0.366694628320531	1	-0.0820296381877557	NA	NA	1.66666666666667	6	3.33333333333333	8.33333333333333	42.6666666666667	45
AT2G34357:I005	I	-	AT2G34357	-	2:14498590-14505727	14500729	14500824	96	-1.52079291246686	0.000210629647682928	0.0787116458342366	2.14500728.14500825	No	0.0252855773465352	6.87241837835138	0.833046983906437	1	-0.0128464128464128	NA	NA	0.333333333333333	2.33333333333333	0	1	119	115.333333333333
AT2G34510:I002	I	-	AT2G34510	-	2:14543997-14546879	14545304	14546617	1314	-0.482148917848482	2.56150801960042e-06	0.00334231970167511	2.14545303.14546618	No	0.237946500339191	7.8116422804607	0.0202690489583152	1	-0.114738478991008	NA	NA	17	48.6666666666667	29.6666666666667	62.6666666666667	234	215.333333333333
AT2G34710:I012	I	-	AT2G34710	-	2:14639323-14644273	14642363	14642443	81	-1.3494573995958	5.54947850019959e-05	0.0321826590401019	2.14642362.14642444	No	0.240131477922798	5.74146698640115	0.142218052469547	1	-0.115123416481651	NA	NA	2.33333333333333	10.6666666666667	0.333333333333333	8.33333333333333	49.3333333333333	57.6666666666667
AT2G34770:I001	I	-	AT2G34770	-	2:14665667-14668250	14665891	14666760	870	-1.00565034991597	1.88491037750505e-17	4.21624831427662e-13	2.14665890.14666761	No	0.0848925123721306	8.24713634531798	0.384650598963458	1	-0.0421179800307693	NA	NA	9.66666666666667	40.6666666666667	5.33333333333333	23.6666666666667	215.333333333333	392.333333333333
AT2G34770:I004	I	-	AT2G34770	-	2:14665667-14668250	14667377	14667509	133	-0.7067574930344	0.000151445635827502	0.0640897465195526	2.14667376.14667510	No	0.155140104703722	7.45121111183233	0.15356228363491	1	-0.0751218204932954	NA	NA	5	19.6666666666667	3.66666666666667	29	142	208
AT2G34920:I001	I	-	AT2G34920	-	2:14728027-14731156	14728499	14728606	108	3.35092889430195	0.000940237395609917	0.183146069212177	2.14728498.14728607	No	-0.200773139341647	3.66296501272243	0.504602927433249	1	0.104477611940299	NA	NA	1.33333333333333	0	1	0	10	15.3333333333333
AT2G35010:I004	I	-	AT2G35010	-	2:14754271-14756323	14755341	14755630	290	-1.0558788527536	0.00107487364832345	0.195246683272433	2.14755340.14755631	No	0.0615849683169767	6.53657101661888	0.637257395246094	1	-0.0306798623063683	NA	NA	1	3.33333333333333	0.666666666666667	4	96	89.6666666666667
AT2G35370:I001	I	-	AT2G35370	-	2:14891102-14892218	14891348	14891426	79	-0.499177715810699	2.69995090329734e-05	0.0200358110183599	2.14891347.14891427	No	0.0184954986688037	11.4245162451669	0.813720681921123	1	-0.00925977889669219	NA	NA	30.6666666666667	47	24	40.6666666666667	3104.33333333333	2393
AT2G35370:I002	I	-	AT2G35370	-	2:14891102-14892218	14891516	14891661	146	-0.321784103223108	0.000476391923113909	0.125366337696223	2.14891515.14891662	No	0.0186834544083751	11.6506778100664	0.810834085054455	1	-0.00909824269586303	NA	NA	20	34.6666666666667	31	63	3492	2938.33333333333
AT2G35650:I001	I	-	AT2G35650	-	2:14985488-14988357	14985691	14986063	373	-0.728728969117393	0.00027746995264181	0.0915101900783442	2.14985690.14986064	No	0.106545877926909	6.56985560833095	0.41948997220876	1	-0.0507879820894715	NA	NA	7.33333333333333	11.6666666666667	0.333333333333333	6	98.6666666666667	91.3333333333333
AT2G36250:E007	E	Alt5ss	AT2G36250	-	2:15197369-15200603	15200131	15200468	338	-0.63757214823881	0.00071909941995898	0.154664653952963	2.15200016.15200469	No	-0.000747165827811522	7.94055830837391	0.993803359880586	0.999998295538406	NA	0	NA	0	0	0	0	221	270.333333333333
AT2G36310:I003	I	-	AT2G36310	-	2:15224497-15226872	15225210	15225300	91	-1.82732994443916	8.62901748249444e-05	0.0441543440650816	2.15225209.15225301	No	0.117214195835611	6.09803208296053	0.43658151263874	1	-0.0594265969064267	NA	NA	0	6.33333333333333	1.66666666666667	4.66666666666667	66	71
AT2G36410:I001	I	-	AT2G36410	-	2:15278769-15280688	15279356	15279707	352	-0.565959315204278	0.000456570487176934	0.124545906466337	2.15279355.15279708	No	0.0715958015202301	7.99435343685886	0.476211894364801	1	-0.0365438051081926	NA	NA	5	15.6666666666667	7.33333333333333	24.6666666666667	216.333333333333	293.666666666667
AT2G37020:I002	I	-	AT2G37020	-	2:15546424-15549037	15547239	15547314	76	-3.94902830285689	1.15601872243697e-05	0.0110370887524669	2.15547238.15547315	No	0.0636169250306846	6.24158598656976	0.652924761626882	1	-0.0317124735729387	NA	NA	0	2	0	3	75	76.3333333333333
AT2G37540:I002	I	-	AT2G37540	-	2:15751568-15753967	15752000	15752087	88	-1.77743036313841	0.000943484627999993	0.183223452148456	2.15751999.15752088	No	0.180371693430573	5.27301849440642	0.329557360294904	1	-0.0856955380577428	NA	NA	0.666666666666667	3.66666666666667	0.666666666666667	5	39.3333333333333	38
AT2G37540:I007	I	-	AT2G37540	-	2:15751568-15753967	15753167	15753702	536	-0.89712860400104	0.00016615993436335	0.0682315106980736	2.15753166.15753703	No	0.098554572055539	5.74595437739346	0.531371612742575	1	-0.0460223537146614	NA	NA	3	4	2	6	56	51.3333333333333
AT2G38550:I004	I	-	AT2G38550	-	2:16132006-16134415	16133721	16133809	89	-1.54117895253449	0.000628607043088687	0.145172068141274	2.16133720.16133810	No	0.0677740071590343	7.39945595807998	0.541100305598995	1	-0.0290910272249438	NA	NA	0.333333333333333	7	0	4.66666666666667	150.333333333333	187.333333333333
AT2G38570:I007	I	-	AT2G38570	-	2:16136689-16138886	16138527	16138849	323	-0.547825347883917	0.000361148357564683	0.108149897410659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT2G38610:I001	I	-	AT2G38610	-	2:16147113-16149873	16147705	16148113	409	-0.865965446589177	0.00024630323584531	0.0866649761020737	2.16147704.16148114	No	0.078766403960465	6.36048133565676	0.570205913856806	1	-0.0380835380835381	NA	NA	1.66666666666667	8.66666666666667	1.66666666666667	3.33333333333333	71.6666666666667	92.6666666666667
AT2G39280:I016	I	-	AT2G39280	-	2:16401526-16406854	16405261	16405370	110	3.43221916644177	0.000264718207323152	0.0889470218550467	2.16405260.16405371	No	-0.0443356867903155	5.18982455888002	0.820053822637599	1	0.0214592274678112	NA	NA	0.333333333333333	0	1.33333333333333	0	38	35
AT2G39470:I003	I	-	AT2G39470	-	2:16476216-16477843	16476559	16476643	85	-0.551098434739634	0.000120578484785102	0.0560239126681496	2.16476558.16476644	No	0.0590722795495093	9.63783240214696	0.488091457203039	1	-0.0287670176458034	NA	NA	21.6666666666667	39.3333333333333	13.6666666666667	41.3333333333333	823.333333333333	770
